"Hand #","Marked","Site","Date","Stake","My C Won","Final Hand","Hole Cards","PF Act","Flop","F Act","Turn","T Act","River","R Act","Winner","Winning Hand","Pot","Rake","Position","Hand"
"4426411450","","Ignition","2023/02/23  7:50 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14060000","F","0","","0","","0","","P3-cabaf4e32196c580c4009493259454d9","(did not show hand)","$0.04","$0.00","CO","A6o"
"4426411247","","Ignition","2023/02/23  7:49 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12070000","F","110210","","9","","0","","P3-40dd5ee3bd672aba0543ee03a57deb75","(did not show hand)","$0.64","$0.03","BTN","Q7o"
"4426411129","","Ignition","2023/02/23  7:49 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13060000","F","100405","","0","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.22","$0.01","BTN","K6s"
"4426410862","","Ignition","2023/02/23  7:49 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","4030000","F","61408","","9","","7","","P5-a29ec65f483ffef27ac9b07deb9ab28d","Straight, Nine High","$3.02","$0.15","MP","43s"
"4426410798","","Ignition","2023/02/23  7:48 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","13100000","F","101110","","2","","4","","P2-3b1da45f4da74fea22680494e21ad5de","(did not show hand)","$1.51","$0.07","SB","KTo"
"4426410640","","Ignition","2023/02/23  7:48 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","6050000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","CO","65s"
"4426410636","","Ignition","2023/02/23  7:48 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","11020000","F","41403","","12","","2","","P1-9f42c4d2f23b3ed6799783d214f7a019","Straight, Six High","$3.64","$0.18","SB","J2o"
"4426410503","","Ignition","2023/02/23  7:48 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","7050000","F","40808","","11","","12","","P3-cabaf4e32196c580c4009493259454d9","Flush, Ace High","$10.54","$0.52","SB","75o"
"4426410485","","Ignition","2023/02/23  7:48 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","11050000","F","0","","0","","0","","P6-ceb41c481e65a17f3f00d4cbfd28c343","(did not show hand)","$0.17","$0.00","BB","J5o"
"4426410118","","Ignition","2023/02/23  7:47 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","9020000","F","0","","0","","0","","P1-9f42c4d2f23b3ed6799783d214f7a019","(did not show hand)","$0.12","$0.00","BB","92o"
"4426410007","","Ignition","2023/02/23  7:47 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13040000","F","61212","","0","","0","","P2-bb45fb81aa5c8d1b4c87bd8f9700fc8f","(did not show hand)","$0.32","$0.01","BTN","K4o"
"4426410002","","Ignition","2023/02/23  7:47 pm","$0.05 NL (6 max)","-$0.40","(folded turn)","14110000","C","20204","XC","12","XF","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.82","$0.04","BB","AJo"
"4426409661","","Ignition","2023/02/23  7:46 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","9080000","F","0","","0","","0","","P5-a29ec65f483ffef27ac9b07deb9ab28d","(did not show hand)","$0.12","$0.00","SB","98s"
"4426409577","","Ignition","2023/02/23  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6030000","F","40708","","0","","0","","P2-e78bb289df6ae776b6224d4944eeb0fc","(did not show hand)","$0.29","$0.01","EP","63o"
"4426409497","","Ignition","2023/02/23  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10020000","F","111314","","10","","2","","P6-ceb41c481e65a17f3f00d4cbfd28c343","Flush, King High","$3.77","$0.18","MP","T2o"
"4426409490","","Ignition","2023/02/23  7:46 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9080000","F","130813","","10","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.95","$0.04","MP","98o"
"4426409194","","Ignition","2023/02/23  7:45 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8050000","F","31007","","0","","0","","P2-3b1da45f4da74fea22680494e21ad5de","(did not show hand)","$0.12","$0.00","BTN","85o"
"4426409183","","Ignition","2023/02/23  7:45 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5040000","F","0","","0","","0","","P5-50d6696aa7963c914233bf93c2903076","(did not show hand)","$0.12","$0.00","MP","54o"
"4426408961","","Ignition","2023/02/23  7:45 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","11060000","F","40507","","0","","0","","P5-a29ec65f483ffef27ac9b07deb9ab28d","(did not show hand)","$2.65","$0.13","BB","J6s"
"4426408807","","Ignition","2023/02/23  7:45 pm","$0.05 NL (6 max)","-$0.12","(folded turn)","14070000","R","121209","X","5","F","11","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.48","$0.02","CO","A7s"
"4426408743","","Ignition","2023/02/23  7:45 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12070000","F","50809","","8","","10","","P5-465cea5b760ff98349248c1af06fdbab","Two Pair, Kings and Eights","$2.95","$0.14","BTN","Q7s"
"4426408727","","Ignition","2023/02/23  7:45 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13070000","F","61103","","6","","0","","P1-9f42c4d2f23b3ed6799783d214f7a019","(did not show hand)","$0.50","$0.02","CO","K7s"
"4426408684","","Ignition","2023/02/23  7:44 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13040000","F","0","","0","","0","","P6-426aa44bbec2d885a80de8a9619cdb5a","(did not show hand)","$0.10","$0.00","MP","K4o"
"4426408617","","Ignition","2023/02/23  7:44 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","7070000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","BTN","77"
"4426408365","","Ignition","2023/02/23  7:44 pm","$0.05 NL (6 max)","-$0.45","One Pair, Nines","9090000","C","140205","X","12","C","7","X","P1-9f42c4d2f23b3ed6799783d214f7a019","Two Pair, Aces and Queens","$1.11","$0.05","BTN","99"
"4426408308","","Ignition","2023/02/23  7:44 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8040000","F","0","","0","","0","","P5-a29ec65f483ffef27ac9b07deb9ab28d","(did not show hand)","$0.10","$0.00","CO","84o"
"4426408242","","Ignition","2023/02/23  7:44 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10080000","F","91103","","0","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.22","$0.01","SB","T8o"
"4426408125","","Ignition","2023/02/23  7:43 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","11080000","F","0","","0","","0","","P2-eae1f5b747017e79ee7d38f84203a7fd","(did not show hand)","$0.12","$0.00","BB","J8o"
"4426408114","","Ignition","2023/02/23  7:43 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","11050000","F","60608","","14","","5","","P6-ceb41c481e65a17f3f00d4cbfd28c343","(did not show hand)","$0.51","$0.02","SB","J5o"
"4426407838","","Ignition","2023/02/23  7:43 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","11100000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","BTN","JTo"
"4426407761","","Ignition","2023/02/23  7:43 pm","$0.05 NL (6 max)","-$0.05","(folded flop)","10020000","X","70306","XF","0","","0","","P6-ceb41c481e65a17f3f00d4cbfd28c343","(did not show hand)","$0.15","$0.00","BB","T2o"
"4426407625","","Ignition","2023/02/23  7:42 pm","$0.05 NL (6 max)","$0.19","(did not show hand)","3020000","R","61202","B","5","B","0","","Hero","(did not show hand)","$0.38","$0.01","BTN","32s"
"4426407420","","Ignition","2023/02/23  7:42 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","13050000","F","80704","","9","","0","","P1-9f42c4d2f23b3ed6799783d214f7a019","(did not show hand)","$0.32","$0.01","SB","K5o"
"4426407245","","Ignition","2023/02/23  7:42 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","5020000","F","130906","","0","","0","","P1-43626109c42ac930f69f3f0fcea2f32e","(did not show hand)","$0.32","$0.01","SB","52s"
"4426407140","","Ignition","2023/02/23  7:42 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","8070000","F","90811","","7","","5","","P4-75e9b9f977e629be6b9236b6a4b6ca70","One Pair, Jacks","$1.92","$0.09","SB","87o"
"4426407034","","Ignition","2023/02/23  7:41 pm","$0.05 NL (6 max)","$0.14","Flush, King High","13060000","X","100305","X","9","B","8","X","Hero","Flush, King High","$0.30","$0.01","BB","K6o"
"4426406935","","Ignition","2023/02/23  7:41 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","14100000","F","0","","0","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.10","$0.00","BB","ATo"
"4426406836","","Ignition","2023/02/23  7:41 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","12050000","F","0","","0","","0","","P5-a29ec65f483ffef27ac9b07deb9ab28d","(did not show hand)","$0.12","$0.00","BB","Q5s"
"4426406817","","Ignition","2023/02/23  7:41 pm","$0.05 NL (6 max)","$4.88","Two Pair, Jacks and Fours","14110000","RC","131104","XC","4","XC","5","XC","Hero","Two Pair, Jacks and Fours","$9.89","$0.49","MP","AJs"
"4426406692","","Ignition","2023/02/23  7:41 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8070000","F","0","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.12","$0.00","CO","87o"
"4426406661","","Ignition","2023/02/23  7:41 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12090000","F","0","","0","","0","","P2-bb45fb81aa5c8d1b4c87bd8f9700fc8f","(did not show hand)","$0.04","$0.00","EP","Q9o"
"4426406608","","Ignition","2023/02/23  7:41 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10050000","F","81002","","0","","0","","P2-e78bb289df6ae776b6224d4944eeb0fc","(did not show hand)","$0.50","$0.02","MP","T5o"
"4426406460","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10040000","F","41114","","0","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.30","$0.01","BTN","T4o"
"4426406408","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12040000","F","0","","0","","0","","P6-426aa44bbec2d885a80de8a9619cdb5a","(did not show hand)","$0.10","$0.00","MP","Q4o"
"4426406355","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","-$0.12","(folded preflop)","6060000","RF","0","","0","","0","","P6-583427d11ef53715ea52a51f6f570dc9","(did not show hand)","$0.29","$0.00","CO","66"
"4426406294","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","-$0.15","(folded preflop)","3030000","CF","0","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.50","$0.00","BTN","33"
"4426406245","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","9050000","F","0","","0","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.12","$0.00","SB","95o"
"4426406216","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","8070000","F","0","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.04","$0.00","SB","87o"
"4426406192","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5030000","F","0","","0","","0","","P1-9f42c4d2f23b3ed6799783d214f7a019","(did not show hand)","$0.12","$0.00","BTN","53o"
"4426406066","","Ignition","2023/02/23  7:40 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9080000","F","0","","0","","0","","P5-a29ec65f483ffef27ac9b07deb9ab28d","(did not show hand)","$0.29","$0.00","CO","98o"
"4426405872","","Ignition","2023/02/23  7:39 pm","$0.05 NL (6 max)","-$0.15","(folded flop)","5030000","C","40910","F","0","","0","","P5-97d573a710e8f2ea455190be39182d80","(did not show hand)","$0.30","$0.01","BB","53s"
"4426405742","","Ignition","2023/02/23  7:39 pm","$0.05 NL (6 max)","$9.52","One Pair, Kings","13130000","RR","40910","","3","","5","","Hero","One Pair, Kings","$15.60","$0.78","BB","KK"
"4426405679","","Ignition","2023/02/23  7:39 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10040000","F","0","","0","","0","","P2-bb45fb81aa5c8d1b4c87bd8f9700fc8f","(did not show hand)","$0.12","$0.00","BTN","T4s"
"4426405636","","Ignition","2023/02/23  7:39 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14100000","F","141304","","6","","10","","P3-35ebd6913f18a262eeac97d5b207ab5b","Flush, Ace High","$6.21","$0.31","SB","ATo"
"4426405563","","Ignition","2023/02/23  7:39 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","5040000","F","0","","0","","0","","P2-d25e5452e65a81338965a604ea5a9260","(did not show hand)","$0.04","$0.00","EP","54o"
"4426405407","","Ignition","2023/02/23  7:38 pm","$0.05 NL (6 max)","$0.02","(did not show hand)","10020000","","0","","0","","0","","Hero","(did not show hand)","$0.04","$0.00","BB","T2s"
"4426405243","","Ignition","2023/02/23  7:38 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10090000","F","0","","0","","0","","P5-50d6696aa7963c914233bf93c2903076","(did not show hand)","$0.12","$0.00","EP","T9s"
"4426405013","","Ignition","2023/02/23  7:38 pm","$0.05 NL (6 max)","$0.61","Two Pair, Fives and Fours","4040000","R","50208","C","14","X","5","C","Hero","Two Pair, Fives and Fours","$1.24","$0.06","MP","44"
"4426404992","","Ignition","2023/02/23  7:38 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","5030000","F","41308","","9","","11","","[Split Pot]","Flush, King High","$4.26","$0.21","SB","53s"
"4426404912","","Ignition","2023/02/23  7:37 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13020000","F","0","","0","","0","","P2-e78bb289df6ae776b6224d4944eeb0fc","(did not show hand)","$0.04","$0.00","MP","K2o"
"4426404807","","Ignition","2023/02/23  7:37 pm","$0.05 NL (6 max)","$0.25","(did not show hand)","13120000","R","110603","X","4","X","11","B","Hero","(did not show hand)","$0.38","$0.01","MP","KQo"
"4426404804","","Ignition","2023/02/23  7:37 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11020000","F","0","","0","","0","","P3-fbc609853748fc3c303b5f5298bee936","(did not show hand)","$0.10","$0.00","BTN","J2o"
"4426404639","","Ignition","2023/02/23  7:37 pm","$0.05 NL (6 max)","$0.02","(did not show hand)","6030000","","0","","0","","0","","Hero","(did not show hand)","$0.04","$0.00","BB","63o"
"4426404584","","Ignition","2023/02/23  7:37 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11020000","F","0","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.12","$0.00","CO","J2o"
"4426404435","","Ignition","2023/02/23  7:36 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","4020000","F","0","","0","","0","","P6-ce00ce1e4454fed8e02660ce5d1109f4","(did not show hand)","$0.12","$0.00","BTN","42o"
"4426404377","","Ignition","2023/02/23  7:36 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13060000","F","0","","0","","0","","P6-426aa44bbec2d885a80de8a9619cdb5a","(did not show hand)","$0.12","$0.00","MP","K6s"
"4426404368","","Ignition","2023/02/23  7:36 pm","$0.05 NL (6 max)","-$0.27","(folded turn)","14020000","R","80907","B","12","XF","0","","P5-50d6696aa7963c914233bf93c2903076","(did not show hand)","$0.61","$0.03","CO","A2s"
"4426404265","","Ignition","2023/02/23  7:36 pm","$0.05 NL (6 max)","$0.05","(did not show hand)","14090000","R","0","","0","","0","","Hero","(did not show hand)","$0.10","$0.00","SB","A9o"
"4426404246","","Ignition","2023/02/23  7:36 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","14080000","F","60508","","8","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.72","$0.03","SB","A8o"
"4426404092","","Ignition","2023/02/23  7:36 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","12070000","F","0","","0","","0","","P1-d44923dd23d06529a0ee01ee68cccc4d","(did not show hand)","$0.12","$0.00","BB","Q7s"
"4426403854","","Ignition","2023/02/23  7:35 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13090000","F","101409","","0","","0","","P5-465cea5b760ff98349248c1af06fdbab","(did not show hand)","$0.12","$0.00","EP","K9o"
"4426403848","","Ignition","2023/02/23  7:35 pm","$0.05 NL (6 max)","-$0.12","(folded flop)","14120000","R","40208","XF","0","","0","","P5-a29ec65f483ffef27ac9b07deb9ab28d","(did not show hand)","$0.31","$0.01","CO","AQo"
"4426403822","","Ignition","2023/02/23  7:35 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11040000","F","100203","","7","","7","","P5-50d6696aa7963c914233bf93c2903076","Two Pair, Tens and Sevens","$1.34","$0.06","BTN","J4o"
"4426403618","","Ignition","2023/02/23  7:35 pm","$0.05 NL (6 max)","-$0.12","(folded preflop)","13110000","RF","0","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.31","$0.00","MP","KJs"
"4426403571","","Ignition","2023/02/23  7:35 pm","$0.05 NL (6 max)","$0.07","(did not show hand)","2020000","R","0","","0","","0","","Hero","(did not show hand)","$0.12","$0.00","BTN","22"
"4426403456","","Ignition","2023/02/23  7:35 pm","$0.05 NL (6 max)","$0.05","(did not show hand)","14080000","R","0","","0","","0","","Hero","(did not show hand)","$0.10","$0.00","SB","A8o"
"4426403293","","Ignition","2023/02/23  7:34 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6040000","F","71405","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.29","$0.01","CO","64o"
"4426403229","","Ignition","2023/02/23  7:34 pm","$0.05 NL (6 max)","$0.59","(did not show hand)","13130000","R","30803","B","0","","0","","Hero","(did not show hand)","$1.25","$0.06","SB","KK"
"4426403071","","Ignition","2023/02/23  7:34 pm","$0.05 NL (6 max)","-$2.20","One Pair, Queens","12040000","C","120309","XC","11","XR","7","B","P3-fbc609853748fc3c303b5f5298bee936","One Pair, Queens","$4.42","$0.22","BB","Q4s"
"4426403041","","Ignition","2023/02/23  7:34 pm","$0.05 NL (6 max)","-$0.12","(folded preflop)","14100000","RF","0","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.29","$0.00","BTN","ATo"
"4426403007","","Ignition","2023/02/23  7:34 pm","$0.05 NL (6 max)","$0.22","(did not show hand)","14140000","R","140912","X","9","X","7","B","Hero","(did not show hand)","$0.46","$0.02","BB","AA"
"4426402669","","Ignition","2023/02/23  7:33 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13080000","F","0","","0","","0","","P6-583427d11ef53715ea52a51f6f570dc9","(did not show hand)","$0.12","$0.00","EP","K8o"
"4426402664","","Ignition","2023/02/23  7:33 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","13080000","F","51213","","10","","10","","P4-7e0ac7423154876ac4c976d224ac0afe","Two Pair, Tens and Fives","$0.12","$0.00","SB","K8o"
"4426402559","","Ignition","2023/02/23  7:33 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","12090000","F","0","","0","","0","","P1-b235bfe795a762f255b552ebbdae3462","(did not show hand)","$0.27","$0.00","BB","Q9s"
"4426402514","","Ignition","2023/02/23  7:33 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","4020000","F","81214","","0","","0","","P3-fbc609853748fc3c303b5f5298bee936","(did not show hand)","$0.15","$0.00","CO","42o"
"4426402489","","Ignition","2023/02/23  7:33 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","6030000","F","0","","0","","0","","P5-465cea5b760ff98349248c1af06fdbab","(did not show hand)","$0.12","$0.00","BB","63o"
"4426402344","","Ignition","2023/02/23  7:32 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7060000","F","0","","0","","0","","P2-d25e5452e65a81338965a604ea5a9260","(did not show hand)","$0.04","$0.00","EP","76s"
"4426402314","","Ignition","2023/02/23  7:32 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","4020000","F","0","","0","","0","","P4-6080fde7352a9e08654f298a33af3f64","(did not show hand)","$0.12","$0.00","EP","42s"
"4426402229","","Ignition","2023/02/23  7:32 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13070000","F","140412","","0","","0","","P6-583427d11ef53715ea52a51f6f570dc9","(did not show hand)","$0.22","$0.01","MP","K7s"
"4426402149","","Ignition","2023/02/23  7:32 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11030000","F","0","","0","","0","","P4-7e0ac7423154876ac4c976d224ac0afe","(did not show hand)","$0.12","$0.00","MP","J3s"
"4426402108","","Ignition","2023/02/23  7:32 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10070000","F","91402","","0","","0","","P4-75e9b9f977e629be6b9236b6a4b6ca70","(did not show hand)","$0.30","$0.01","BTN","T7o"
"4426401983","","Ignition","2023/02/23  7:32 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","6030000","F","0","","0","","0","","[Split Pot]","(did not show hand)","$0.00","$0.00","BTN","63o"
"4426401801","","Ignition","2023/02/23  7:31 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","8070000","F","0","","0","","0","","P3-fbc609853748fc3c303b5f5298bee936","(did not show hand)","$0.12","$0.00","SB","87o"
"4426401725","","Ignition","2023/02/23  7:31 pm","$0.05 NL (6 max)","$0.78","Two Pair, Aces and Threes","14140000","R","60203","X","3","C","4","C","Hero","Two Pair, Aces and Threes","$1.70","$0.08","CO","AA"
"4426401664","","Ignition","2023/02/23  7:31 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","4030000","F","130913","","2","","7","","P5-465cea5b760ff98349248c1af06fdbab","Three of a Kind, Kings","$1.09","$0.05","CO","43s"
"4426401546","","Ignition","2023/02/23  7:31 pm","$0.05 NL (6 max)","-$0.12","(folded preflop)","12110000","RF","0","","0","","0","","P1-b235bfe795a762f255b552ebbdae3462","(did not show hand)","$0.38","$0.00","MP","QJs"
"4426401281","","Ignition","2023/02/23  7:30 pm","$0.05 NL (6 max)","-$0.60","(folded preflop)","14050000","RF","0","","0","","0","","P2-d25e5452e65a81338965a604ea5a9260","(did not show hand)","$1.27","$0.00","BTN","A5s"
"4426401185","","Ignition","2023/02/23  7:30 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10060000","F","30313","","0","","0","","P1-d95def130e75839460d12b0675518859","(did not show hand)","$0.35","$0.01","BTN","T6s"
"4426401161","","Ignition","2023/02/23  7:30 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14080000","F","0","","0","","0","","P2-bb45fb81aa5c8d1b4c87bd8f9700fc8f","(did not show hand)","$0.12","$0.00","CO","A8s"
"4426401071","","Ignition","2023/02/23  7:30 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","4030000","F","41006","","8","","3","","P3-fbc609853748fc3c303b5f5298bee936","Flush, Queen High","$2.35","$0.11","BB","43s"
"4426401067","","Ignition","2023/02/23  7:30 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","3020000","F","0","","0","","0","","P5-50d6696aa7963c914233bf93c2903076","(did not show hand)","$0.04","$0.00","SB","32o"
"4426400791","","Ignition","2023/02/23  7:29 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","3020000","F","0","","0","","0","","P6-583427d11ef53715ea52a51f6f570dc9","(did not show hand)","$0.12","$0.00","BB","32o"
"4426400761","","Ignition","2023/02/23  7:29 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10030000","F","31206","","10","","12","","P4-7e0ac7423154876ac4c976d224ac0afe","Full House, Tens full of Queens","$9.19","$0.45","SB","T3s"
"4426400574","","Ignition","2023/02/23  7:29 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12060000","F","130205","","0","","0","","P5-a29ec65f483ffef27ac9b07deb9ab28d","(did not show hand)","$0.42","$0.02","BTN","Q6o"
"4426400521","","Ignition","2023/02/23  7:29 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7020000","F","40609","","12","","12","","P4-75e9b9f977e629be6b9236b6a4b6ca70","Two Pair, Aces and Queens","$10.10","$0.50","EP","72s"
"4426400362","","Ignition","2023/02/23  7:29 pm","$0.05 NL (6 max)","-$0.05","(folded preflop)","8030000","F","91013","","3","","0","","P1-d44923dd23d06529a0ee01ee68cccc4d","(did not show hand)","$0.43","$0.02","BB","83o"
"4426399984","","Ignition","2023/02/23  7:28 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","8030000","F","101411","","0","","0","","P1-070393eedd5cdcec49a1a185ef19863a","(did not show hand)","$0.35","$0.01","MP","83o"
"4426399968","","Ignition","2023/02/23  7:28 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","12020000","F","21003","","8","","9","","[Split Pot]","High Card, Ace","$0.91","$0.04","EP","Q2o"
"4426399949","","Ignition","2023/02/23  7:28 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11070000","F","50212","","2","","4","","P6-583427d11ef53715ea52a51f6f570dc9","Two Pair, Queens and Twos","$1.13","$0.05","EP","J7o"
"4426399736","","Ignition","2023/02/23  7:27 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","10080000","F","30713","","6","","0","","P1-b235bfe795a762f255b552ebbdae3462","(did not show hand)","$0.73","$0.03","SB","T8s"
"4426399577","","Ignition","2023/02/23  7:27 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","11040000","F","0","","0","","0","","P6-583427d11ef53715ea52a51f6f570dc9","(did not show hand)","$0.12","$0.00","MP","J4o"
"4426399550","","Ignition","2023/02/23  7:27 pm","$0.05 NL (6 max)","$0.02","(did not show hand)","9060000","","0","","0","","0","","Hero","(did not show hand)","$0.04","$0.00","BB","96s"
"4426399536","","Ignition","2023/02/23  7:27 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13090000","F","20311","","3","","8","","P1-d44923dd23d06529a0ee01ee68cccc4d","One Pair, Threes","$0.12","$0.00","MP","K9o"
"4426399434","","Ignition","2023/02/23  7:27 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","9060000","F","0","","0","","0","","P1-d95def130e75839460d12b0675518859","(did not show hand)","$0.04","$0.00","CO","96o"
"4426399309","","Ignition","2023/02/23  7:27 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","10030000","F","0","","0","","0","","P1-d95def130e75839460d12b0675518859","(did not show hand)","$0.12","$0.00","BTN","T3o"
"4426399302","","Ignition","2023/02/23  7:27 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","7050000","F","131207","","6","","8","","P1-070393eedd5cdcec49a1a185ef19863a","Flush, King High","$9.00","$0.45","CO","75o"
"4426399137","","Ignition","2023/02/23  7:26 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","13060000","F","121406","","2","","13","","P6-ce00ce1e4454fed8e02660ce5d1109f4","One Pair, Aces","$0.60","$0.03","CO","K6s"
"4426398954","","Ignition","2023/02/23  7:26 pm","$0.05 NL (6 max)","$0.00","(folded preflop)","14080000","F","0","","0","","0","","P2-9a7b17a6bb54d1276ca6a2369147dc56","(did not show hand)","$0.32","$0.00","BTN","A8o"
"4426398852","","Ignition","2023/02/23  7:26 pm","$0.05 NL (6 max)","-$0.02","(folded preflop)","8020000","F","0","","0","","0","","P5-50d6696aa7963c914233bf93c2903076","(did not show hand)","$0.04","$0.00","SB","82s"
